date,time_symmetry,scale_symmetry,gauge_symmetry,gauge_signed,price_asymmetry
2021-09-30,0.03350103317862224,50785.721055971546,66049.35274202336,909.4020969745873,-125.70849609375
2021-10-14,0.03207359764442996,50262.55839865509,61826.76979899946,1242.533650970524,-74.306640625
2021-10-28,0.03361021909705287,51477.196844101505,61509.18154492465,599.5009026493478,27.763427734375
2021-11-11,0.037507782173914206,52590.81506054007,58171.16983500483,395.15255287390937,-43.9847412109375
2021-11-25,0.0344195287818619,53395.549558765284,57693.676233572034,64.14145607905812,6.4049072265625
2021-12-09,0.04538304591402048,55588.29715363933,58294.66785024505,-351.7049318953873,186.5252685546875
2021-12-23,0.04510898913311767,56237.67983875044,58920.73651387215,154.9391464639907,60.88232421875
2022-01-06,0.04343043041892068,54465.42826025048,56626.97381903547,-74.5401467590018,-0.283447265625
2022-01-20,0.0351968895245523,54598.96944601967,55093.6790278409,-89.46468392880979,-117.6064453125
2022-02-03,0.030213939129801873,53676.53268144761,54033.399144884665,-137.46802523130373,-143.019775390625
2022-02-17,0.029312017876873292,52917.861093503656,54171.39422557369,619.6260675586436,-206.5841064453125
2022-03-03,0.03047081066607355,56950.29430541947,58071.484395335756,279.5421543089251,138.197998046875
2022-03-17,0.0320570561485859,53874.8930517071,55835.82412283367,21.77505357218115,102.812255859375
2022-03-31,0.030181363339605943,53131.009794017096,58116.149823164094,-45.62218302951942,4.6470947265625
2022-04-14,0.03213556368997798,52189.79404336157,56339.25472455287,623.0228459209222,-123.87548828125
2022-04-28,0.037150709527054675,56766.29818434856,64431.50097664476,217.9581837293249,-188.31494140625
2022-05-12,0.03934496859240558,59678.01244875204,64283.078529348095,-303.2661649802658,39.3983154296875
2022-05-26,0.03584429012405271,59877.99778304808,67162.48569296407,-79.46846166842124,-39.478515625
2022-06-09,0.03048560620189005,59047.5855507228,65704.56513398634,364.0970814312436,-4.6314697265625
2022-06-23,0.029984931954854285,59280.57789204635,67154.82446666464,574.0233286793984,-238.3623046875
2022-07-07,0.03449742017010733,59713.575232473246,66005.03277762496,113.73519490881108,-56.1368408203125
2022-07-21,0.033234495449990395,59322.94455759275,64164.431740629625,-188.43382914302174,9.4703369140625
2022-08-04,0.03237032011606956,57914.9343736275,61696.94823021491,-120.64487013918801,43.3411865234375
2022-08-18,0.033437736858441224,55600.95530846808,59873.65481735555,68.31217778033465,-25.0528564453125
2022-09-01,0.03460607368694733,56888.09146289919,62196.2726071965,-343.77808277205895,-5.06396484375
2022-09-15,0.044881806343939734,53493.91787330746,58631.73955893029,711.75148073734,-44.702880859375
2022-09-29,0.039245696254198034,54396.50092339209,62396.5345019548,-59.45676033650261,-11.177734375
2022-10-13,0.03740628411935144,54644.850303656,64679.44964466589,-169.47349261969475,19.291748046875
2022-10-27,0.047210774439673274,53885.15918963224,63021.97895548105,-169.6581500334171,-67.77294921875
2022-11-10,0.04837385437163012,56143.11369658404,67191.38342918598,-222.64259013025048,30.289306640625
2022-11-24,0.043552160380318006,59415.7637620944,72588.41225597385,20.04951050227828,-29.6202392578125
2022-12-08,0.04489666147040078,59061.67200939905,73394.03146957775,46.58577598904185,58.162353515625
2022-12-22,0.0400460340928515,57712.00503460658,73251.10588697679,-1081.786085243511,24.1387939453125
2023-01-05,0.03782712522172022,57504.56575089082,71457.7446911185,476.817445531909,35.4588623046875
2023-01-19,0.033510735911401114,57373.482315730864,68734.43358978025,-440.8731266764994,95.1845703125
2023-02-02,0.03796722835817745,59610.61566853711,71334.93037366547,-535.3522927603115,34.4832763671875
2023-02-16,0.044841914868158,59753.80470875425,69790.91137318619,387.9708683264312,-35.3487548828125
2023-03-02,0.045613155915588136,57752.39114178615,67255.12829360794,261.16584974410034,27.51611328125
2023-03-16,0.04699858318881911,58653.75264323915,65570.37909251366,-479.2208476546655,-82.0408935546875
2023-03-30,0.04570030692719593,54758.59737689754,61635.6175203477,-405.3141258491114,-57.4276123046875
2023-04-13,0.05319450813188408,55506.08013004821,61940.36836732963,303.21867080245147,-72.9345703125
2023-04-27,0.044581511865468916,55607.60533453674,59382.690191887596,114.68607621926935,16.779052734375
2023-05-11,0.038742646296383396,54903.22936423632,58676.96944759763,-278.24497511942855,18.9508056640625
2023-05-25,0.029630124707083157,57026.70043696946,59679.45191604622,-168.46701802926827,-25.2542724609375
2023-06-08,0.030824999443397123,58484.468968086556,59464.45990227816,420.47344491602826,-25.1533203125
2023-06-22,0.038366347255971954,61181.20582942667,62819.69964860949,147.65850191995082,-62.4765625
2023-07-06,0.04443572253327855,58372.01298674142,62434.73493826663,103.92697611996937,142.866455078125
2023-07-20,0.04310958693422308,57658.527054905484,61988.68480258803,-121.31160742931888,74.5655517578125
2023-08-03,0.03536174410388716,60073.83222391071,64779.37237131663,454.7572684002798,-41.197021484375
2023-08-17,0.03605781060560894,58561.15122293531,65844.10280912342,-7.031261284594166,10.9185791015625
2023-08-31,0.03491776901990379,57294.43704279614,62554.99916938691,156.45606443145311,-44.4571533203125
2023-09-14,0.03548698197984536,55220.670477329426,60667.051047759895,190.92208024442652,-58.6751708984375
2023-09-28,0.03381282950090696,55015.44648524749,59852.37154444064,-154.84072952282986,60.6988525390625
2023-10-12,0.03214638664578479,53069.393600895244,60019.84992682442,-166.86515992773093,39.2532958984375
2023-10-26,0.03037184262334789,50132.45032249327,56806.65966113322,-188.38317897046136,48.8387451171875
2023-11-09,0.03364460523463786,48762.46132603228,55646.37517552953,-366.57991370461104,30.568359375
2023-11-23,0.0342869671737674,48798.50937960163,53382.57473879222,59.35842683075316,99.739013671875
2023-12-07,0.038369765690963675,50200.22715956285,54648.53146764456,9.397661068675916,21.8895263671875
2023-12-21,0.03524102305123004,47949.16786543655,51244.52785317863,19.540675151051573,65.48486328125
2024-01-04,0.033488146995718907,50970.222803248354,56343.75704248183,-89.98521372476898,93.1226806640625
2024-01-18,0.03464057669729577,49252.3260676623,54832.489749816225,-582.7757763452373,-7.7147216796875
2024-02-01,0.03494609780275294,49520.92032007281,55868.364078367675,-201.7442009575807,2.657958984375
2024-02-15,0.035636985555738424,49120.596172284975,57293.27886682766,-456.9151941586524,58.295654296875
2024-02-29,0.03582049976592769,48732.897219871615,57123.72096361905,-320.7722909902086,27.580078125
2024-03-14,0.04011251118383751,52547.44804645229,66101.46565993688,61.50231541536232,12.5106201171875
2024-03-28,0.0365323603906899,52979.16404911716,63596.628635111076,-30.274738921204516,31.0284423828125
2024-04-11,0.03187506999949969,54655.116329760625,66907.58503587851,157.01936439995256,36.315185546875
2024-04-25,0.03449072343597755,53960.20205140802,66181.96640175009,491.41900086237115,-115.8319091796875
2024-05-09,0.027468602369890273,52364.07492023376,65381.19095605491,-219.49228559379367,16.012939453125
2024-05-23,0.03492513323394027,51570.23525024968,63720.58161470719,-422.15283771944496,0.82568359375
2024-06-06,0.03712932083643214,50834.61251993382,61812.0981394579,-99.04450289933425,-15.6419677734375
2024-06-20,0.0422765279655803,50636.63163694104,60058.64328824806,90.44713273378102,-24.49609375
2024-07-04,0.054684681342695926,48928.60901938156,56757.91049719055,291.79203458282586,-146.459716796875
2024-07-18,0.05187921636982564,50521.672037909535,55765.805517323024,-380.1396761734866,-7.435302734375
2024-08-01,0.045002581591398465,48919.48734461797,55749.06453262198,114.959476808006,-37.4698486328125
2024-08-15,0.035907263068566876,49285.7755882554,55196.67112769666,-65.87931507261442,-5.640869140625
2024-08-29,0.032107267689217824,49031.169593748506,57551.56455328775,-451.6795541098652,77.3258056640625
2024-09-12,0.033786241720236115,49992.76320278115,56367.74027895303,263.2517980125017,61.7305908203125
2024-09-26,0.03978485946680211,50134.22494630265,54523.619737583766,21.180051503326013,13.1591796875
2024-10-10,0.03373147857264889,52502.72527819312,55632.249149587195,-13.002403334926157,12.3304443359375
2024-10-24,0.031394909232074816,53733.99460630622,55924.83004005669,393.36305166659304,-79.85107421875
2024-11-07,0.03371240349828104,55291.58059650978,57975.01002811596,-82.58127431864705,15.167236328125
2024-11-21,0.03547904957226469,55862.94752236915,58736.70941511345,107.12561661588734,9.4439697265625
2024-12-05,0.033325894156708405,55220.16351573299,58543.16249788238,36.35080817975995,-47.8187255859375
2024-12-19,0.04218562773328132,53589.85286090559,56820.309748095315,164.1692164113142,8.34130859375
